Invoice No,PO No,Invoice Date,Supplier,Supplier Location,Department,Buyer,Item Code,Product Description,Unit,Quantity,Unit Price,Extended Amount,Discount Amount,Freight Amount,Tax Amount,Net Amount,Currency,Payment Terms
AP-202507-80714,PO-396338,07/14/2025,GFS,"TX, USA",Housekeeping,R. Smith,RICE-LG,Long Grain Rice - fresh,BAG,40,24.3,972.0,0.0,0.0,72.89,1044.89,USD,Net 15
BILL-202509-98115,PO-695479,09/22/2025,US FOODS ATLANTA,"TX, USA",Restaurant,P. Wilson,RICE-LG,Long Grain Rice   ,Bag,42,18.68,784.56,0.0,0.0,48.23,832.79,USD,Net 7
INV-202511-53307,PO-741229,2025-11-30,Shamrock Foods Co.,"AZ, USA",Restaurant,L. Davis,CREAM-HVY,Heavy Cream  ,QTR,70.4,4.51,317.5,0.0,0.0,19.1,336.6,USD,Net 30
AP-202510-68153,PO-247620,10/09/2025,Ben E. Keith Foods ,"PA, USA",Restaurant,P. Wilson,TOM-ROMA,Tomatoes Roma (pack size varied),CS,1,27.97,27.97,0.0,0.0,1.1,29.07,USD,Net 15
BILL-202504-56153,,04/13/2025,Fresh Point Produce,"AZ, USA",Bar,P. Wilson,MOZZ-WM,Mozzarella Whole Milk,lb,19.99,3.16,63.17,0.0,0.0,1.6,64.77,USD,Net 15
AP-202505-20425,PO-364061,5/13/2025,IMPERIAL DADE,"GA, USA",Kitchen,L. Davis,TOM-ROMA,Tomatoes Roma chef's line,CASE,3,22.36,67.08,0.0,0.38,1.23,68.69,USD,Due on Receipt
INV-202508-52490,PO-850400,8/28/2025,SYSCO NORTH FLORIDA,"PA, USA",Bar,P. Wilson,BEEF-8020,Ground Beef 80/20,LBS,480.19,4.16,1997.59,5.73,0.0,39.89,2031.75,USD,Net 15
BILL-202512-74018,,2025-12-21,Shamrock Foods Co.,"FL, USA",Restaurant,J. Brown,ONION-YEL,Onions Yellow - fresh,LBS,29.37,0.55,16.15,0.0,0.0,0.34,16.49,USD,Net 30
INV-202502-99661,PO-908378,2025-02-03,Restaurant Depot ,"OH, USA",Kitchen,J. Brown,CHED-SHD,Cheddar Cheese Shredded - fresh,lb,-381.52,4.6,-1754.99,0.0,0.0,110.12,-1644.87,USD,Net 7
INV-202505-35811,PO-935883,05/26/2025,,"AZ, USA",Bakery,J. Brown,BROC-FRZ,,Case,21,0.0,380.73,0.0,0.0,0.0,380.73,USD,Net 30
INV-202503-98369,PO-396746,03/01/2025,Rest Depot,"NC, USA",Bar,A. Johnson,MILK-WHL,Milk Whole chef's line,gal,60.38,2.99,180.54,0.0,0.0,4.41,184.95,USD,Net 15
BILL-202508-89239,PO-187281,2025-08-22,GORDON FOOD SERVICE,"OH, USA",Housekeeping,J. Brown,MOZZ-WM,Mozzarella Whole Milk,LBS,81.55,4.49,366.16,0.0,0.0,27.41,393.57,USD,Net 30
AP-202509-16788,PO-616031,09/16/2025,Gordon Food Svc,"CO, USA",Kitchen,J. Brown,LETT-ROM,Lettuce Romaine   ,CASE,24,27.52,660.48,0.0,0.0,52.0,712.48,USD,Due on Receipt
INV-202508-39155,,8/14/2025,Shamrock Foods Co.,"NC, USA",Housekeeping,L. Davis,AVO-HASS,Avocados Hass  ,Case,37,33.37,1234.69,0.0,0.0,14.85,1249.54,USD,Net 7
AP-202509-28948,PO-368113,9/5/2025,PFG,"TX, USA",Kitchen,L. Davis,FRIES-3/8,French Fries 3/8 Straight Cut,CS,15,25.11,376.65,0.0,0.0,17.88,394.53,USD,Net 7
AP-202505-31917,PO-809970,5/28/2025,Baldor Specialty Foods ,"NY, USA",Housekeeping,J. Brown,ONION-YEL,Onions Yellow,LBS,296.93,0.85,252.39,0.0,10.53,4.12,267.04,USD,Net 15
BILL-202505-30128,PO-925214,5/22/2025,Imperial Dade ,"NC, USA",Housekeeping,P. Wilson,TRASH-55,Trash Bags 55 Gallon / chilled,Case,1,33.18,33.18,2.28,0.0,2.28,33.18,USD,Net 30
INV-202504-95238,PO-816545,4/8/2025,PERFORMANCE FOODSERVICE,"CA, USA",Cafe,A. Johnson,TRASH-55,Trash Bags 55 Gallon (pack size varied),CASE,27,33.2,896.4,0.0,0.0,18.06,914.46,USD,Due on Receipt
AP-202507-90160,,2025-07-29,Ben E. Keith Foods ,"IL, USA",Kitchen,J. Brown,NAPKIN-DN,Napkins Dinner / chilled,cs,19,15.94,302.86,0.0,7.35,16.18,326.39,USD,Net 15
AP-202511-59501,PO-489630,11/16/2025,Shamrock Foods,"OH, USA",Kitchen,A. Johnson,MOZZ-WM,Mozzarella Whole Milk - fresh,LB,162.03,4.82,780.98,7.36,5.06,32.8,811.48,USD,Due on Receipt
AP-202506-65931,PO-736670,06/19/2025,BEN E. KEITH FOODS,"FL, USA",Restaurant,A. Johnson,OIL-OLV,Olive Oil Extra Virgin,gal,48.06,29.63,1424.02,0.0,8.37,74.01,1506.4,USD,Net 15
BILL-202503-87952,PO-179473,2025-03-19,US Foods - Atlanta,"FL, USA",Bar,A. Johnson,CREAM-HVY,Heavy Cream  ,QT,38.93,4.07,158.45,0.0,0.0,0.62,159.07,USD,Due on Receipt
INV-202511-22723,,11/12/2025,Fresh Point Produce,"IL, USA",Banquet,M. Carter,RICE-LG,LONG GRAIN RICE  ,Bag,13,29.61,384.93,0.0,0.0,21.73,406.66,USD,Net 15
AP-202508-83032,PO-189166,08/18/2025,US FOODS ATLANTA,"CO, USA",Kitchen,L. Davis,RICE-LG, Long Grain Rice chef's line,BAG,39,20.23,788.97,0.0,0.0,35.54,824.51,USD,Net 30
BILL-202507-71955,,07/12/2025,FreshPoint,"FL, USA",Cafe,M. Carter,EGGS-LG,Eggs Large Grade A chef's line,DOZ,6,3.2,19.2,0.0,0.0,0.93,20.13,USD,Net 30
BILL-202506-50410,PO-239266,6/13/2025,RESTAURANT DEPOT,"GA, USA",Banquet,P. Wilson,FLOUR-AP,Flour All Purpose,Bag,21,19.5,409.5,0.0,9.58,31.88,450.96,USD,Due on Receipt
BILL-202503-30370,PO-605874,03/01/2025,GORDON FOOD SERVICE,"IL, USA",Housekeeping,P. Wilson,BEEF-8020,Ground Beef 80/20 - fresh,lb,6.41,3.36,21.54,0.0,6.46,0.87,28.87,USD,Net 7
INV-202504-61901,PO-700624,4/25/2025,GORDON FOOD SERVICE,"NY, USA",Banquet,R. Smith,OJ-100,Orange Juice 100%,GL,49.46,5.8,286.87,0.0,0.0,1.22,288.09,USD,Net 30
INV-202503-76809,PO-444986,2025-03-13,PFG CUSTOMIZED DIST,"NC, USA",Bar,M. Carter,NAPKIN-DN,Napkins Dinner  ,CS,18,18.56,334.08,0.0,0.0,3.42,337.5,USD,Net 15
INV-202512-16085,,2025-12-24,Baldor,"NC, USA",Bakery,L. Davis,SALM-ATL,Salmon Fillet Atlantic   ,LBS,432.61,12.23,5290.82,10.78,0.0,384.07,5664.11,USD,Net 30
BILL-202509-57396,PO-156893,2025-09-27,PFG Customized,"IL, USA",Bakery,L. Davis,COFF-HSE,Coffee Beans House Blend (pack size varied),lb,78.97,8.97,708.36,0.0,0.0,55.97,764.33,USD,Due on Receipt
AP-202502-51703,PO-553419,2/9/2025,FreshPoint,"OH, USA",Banquet,L. Davis,ONION-YEL,Onions Yellow  ,Lb,380.85,0.77,293.25,0.0,11.86,22.22,327.33,USD,Net 30
INV-202510-56109,PO-839437,10/27/2025,Local Farm + Garden,"CA, USA",Restaurant,P. Wilson,MOZZ-WM,Mozzarella Whole Milk  ,LBS,426.18,4.47,1905.02,0.0,0.0,23.07,1928.09,USD,Net 30
INV-202506-51860,PO-219513,6/11/2025,Sysco North Florida ,"TX, USA",Kitchen,P. Wilson,AVO-HASS, Avocados Hass   ,cs,36,41.96,1510.56,0.0,0.0,79.31,1589.87,USD,Net 30
AP-202509-72494,PO-126986,9/1/2025,Gordon Food Svc,"CO, USA",Restaurant,A. Johnson,NAPKIN-DN,Napkins Dinner  ,CS,5,27.27,136.35,0.0,0.0,1.04,137.39,USD,Net 15
AP-202508-68640,PO-781606,08/14/2025,Imperial Dade ,"AZ, USA",Bakery,M. Carter,CHED-SHD,Cheddar Cheese Shredded (pack size varied),lb,495.78,3.23,1601.37,0.0,0.0,52.36,1653.73,USD,Net 7
BILL-202502-59446,PO-216038,02/25/2025,SHAMROCK FOODS CO,"AZ, USA",Housekeeping,J. Brown,CREAM-HVY,HEAVY CREAM CHEF'S LINE,QTR,11.96,3.82,45.69,0.0,0.0,3.55,49.24,USD,Net 7
INV-202504-74407,PO-972741,2025-04-13,Ben E. Keith Foods ,"WA, USA",Restaurant,J. Brown,GLOVE-M,Nitrile Gloves Medium   ,Case,30,35.2,1056.0,0.0,1.31,29.22,1086.53,USD,Due on Receipt
INV-202511-15596,,11/14/2025,Local Farm & Garden,"GA, USA",Restaurant,M. Carter,TRASH-55,Trash Bags 55 Gallon (pack size varied),CS,33,54.64,1803.12,0.0,0.0,32.36,1835.48,USD,Net 30
BILL-202507-92896,PO-307835,07/01/2025,BEN E. KEITH FOODS,"NY, USA",Restaurant,M. Carter,TRASH-55,Trash Bags 55 Gallon - fresh,cs,6,30.51,183.06,0.0,0.0,7.52,190.58,USD,Due on Receipt
AP-202505-83100,PO-777461,2025-05-03,Shamrock Foods,"IL, USA",Cafe,A. Johnson,BEEF-8020,Ground Beef 80/20,Lb,329.1,5.26,1731.07,0.0,0.0,1.15,1732.22,USD,Net 15
INV-202501-12412,PO-306338,1/27/2025,Gordon Food Svc,"OH, USA",Kitchen,L. Davis,CHED-SHD,Cheddar Cheese Shredded  ,LBS,197.89,3.87,765.83,0.0,11.46,0.81,778.1,USD,Net 7
BILL-202506-65510,PO-333382,6/17/2025,PFG,"FL, USA",Housekeeping,M. Carter,FLOUR-AP,Flour All Purpose   ,BG,7,14.03,98.21,0.0,0.0,1.37,99.58,USD,Net 30
BILL-202510-45537,PO-581125,10/5/2025,Ben E. Keith Foods ,"CO, USA",Bakery,R. Smith,BROC-FRZ,Broccoli Florets Frozen   ,Case,41,17.11,701.51,0.0,0.0,0.04,701.55,USD,Net 30
BILL-202506-68386,PO-105233,06/22/2025,BALDOR SPECIALTY FOODS,"PA, USA",Bar,J. Brown,RICE-LG,Long Grain Rice / chilled,BAG,42,18.29,768.18,0.0,0.0,45.18,813.36,USD,Due on Receipt
AP-202507-85143,PO-294301,2025-07-14,FreshPoint,"CA, USA",Housekeeping,J. Brown,POT-RUS,Potatoes Russet,Lb,83.15,0.64,53.22,0.0,4.87,0.18,58.27,USD,Net 7
AP-202502-27986,PO-158138,02/24/2025,PFG Cust Dist,"FL, USA",Kitchen,L. Davis,BROC-FRZ,Broccoli Florets Frozen - fresh,CS,40,20.77,830.8,0.0,0.0,28.03,858.83,USD,Net 30
BILL-202506-96880,PO-127089,2025-06-13,PFG CUSTOMIZED DIST,"FL, USA",Bakery,A. Johnson,CREAM-HVY,Heavy Cream (pack size varied),qt,24.09,4.91,118.28,0.0,0.0,3.57,121.85,USD,Net 30
BILL-202511-91326,PO-900174,11/19/2025,Ben E Keith,"AZ, USA",Bakery,L. Davis,SALM-ATL,SALMON FILLET ATLANTIC CHEF'S LINE,Lb,12.38,12.7,157.23,0.0,0.0,10.81,168.04,USD,Net 7
BILL-202506-74963,,2025-06-15,Restaurant Depot ,"PA, USA",Kitchen,L. Davis,FLOUR-AP,Flour All Purpose - fresh,Bag,35,16.71,584.85,2.92,0.0,20.46,602.39,USD,Net 15
INV-202504-29574,PO-122641,2025-04-22,Imperial Dade Inc,"CO, USA",Bar,R. Smith,TOM-ROMA, Tomatoes Roma (pack size varied),CASE,26,30.36,789.36,0.0,2.69,4.44,796.49,USD,Net 15
BILL-202506-12856,PO-988552,06/19/2025,PFG Cust Dist,"FL, USA",Bakery,M. Carter,TRASH-55,TRASH BAGS 55 GALLON / CHILLED,cs,21,32.67,686.07,0.0,5.51,49.18,740.76,USD,Net 30
BILL-202508-55166,PO-535706,2025-08-10,Imperial Dade ,"CA, USA",Bar,J. Brown,POT-RUS,Potatoes Russet,lb,197.88,0.37,73.22,0.0,0.0,4.46,77.68,USD,Due on Receipt
INV-202509-71346,PO-570925,9/9/2025,IMPERIAL DADE,"NY, USA",Cafe,L. Davis,RICE-LG,LONG GRAIN RICE / CHILLED,Bag,7,20.53,143.71,0.0,6.01,1.45,151.17,USD,Net 30
INV-202510-79805,PO-186163,10/21/2025,PFG Customized,"CO, USA",Bar,M. Carter,LETT-ROM,Lettuce Romaine,CASE,-8.0,25.08,-200.64,0.0,0.0,9.21,-191.43,USD,Net 7
BILL-202501-16245,PO-316765,01/20/2025,Performance FS,"FL, USA",Housekeeping,R. Smith,BEEF-8020,Ground Beef 80/20,LBS,162.19,4.39,712.01,0.0,0.0,44.73,756.74,USD,Net 15
INV-202510-19029,PO-573955,10/1/2025,Local Farm + Garden,"WA, USA",Kitchen,A. Johnson,FLOUR-AP,Flour All Purpose (pack size varied),BAG,43,19.62,843.66,0.0,0.0,35.26,878.92,USD,Due on Receipt
INV-202510-32303,PO-771849,2025-10-22,Imperial Dade ,"GA, USA",Banquet,M. Carter,LETT-ROM,Lettuce Romaine  ,CS,28,18.87,528.36,0.0,0.0,14.33,542.69,USD,Net 7
BILL-202502-10732,PO-928886,2/14/2025,FRESHPOINT PRODUCE,"PA, USA",Banquet,M. Carter,MOZZ-WM,Mozzarella Whole Milk / chilled,LBS,318.13,4.38,1393.41,4.09,0.0,57.54,1446.86,USD,Net 15
INV-202501-91267,PO-645886,1/5/2025,Fresh Point Produce,"AZ, USA",Housekeeping,L. Davis,FLOUR-AP,Flour All Purpose  ,BG,21,17.84,374.64,0.0,0.0,27.24,401.88,USD,Due on Receipt
AP-202505-92312,PO-819443,2025-05-03,SHAMROCK FOODS CO,"GA, USA",Restaurant,J. Brown,BRRY-MIX,Mixed Berries Frozen,CS,6,21.59,129.54,0.0,0.0,3.11,132.65,USD,Net 7
AP-202504-46851,PO-731604,2025-04-14,GFS,"AZ, USA",Kitchen,M. Carter,TOM-ROMA,Tomatoes Roma   ,Case,18,18.34,330.12,0.0,0.0,23.73,353.85,USD,Net 30
INV-202504-14954,PO-919020,4/19/2025,PFG CUSTOMIZED DIST,"NC, USA",Cafe,P. Wilson,NAPKIN-DN,Napkins Dinner chef's line,CASE,13,22.74,295.62,0.0,0.0,21.15,316.77,USD,Net 15
AP-202504-97255,PO-771404,4/5/2025,Ben E Keith,"CA, USA",Bakery,J. Brown,TOM-ROMA,Tomatoes Roma - fresh,CASE,14,17.92,250.88,10.15,7.6,9.41,257.74,USD,Net 15
INV-202505-43991,PO-956594,05/27/2025,US FOODS ATL DIV,"IL, USA",Bakery,L. Davis,CHED-SHD,CHEDDAR CHEESE SHREDDED  ,LB,238.79,3.73,890.69,0.0,0.0,67.71,958.4,USD,Net 15
AP-202506-61709,PO-657737,06/19/2025,FreshPoint,"PA, USA",Kitchen,P. Wilson,BEEF-8020,Ground Beef 80/20   ,LB,88.68,4.77,423.0,0.0,0.0,3.66,426.66,USD,Net 30
AP-202503-28614,PO-208990,3/20/2025,US FOODS ATL DIV,"OH, USA",Restaurant,J. Brown,OIL-OLV,Olive Oil Extra Virgin  ,GL,36.31,21.35,775.22,0.0,6.24,26.77,808.23,USD,Net 15
AP-202508-45564,PO-712508,08/14/2025,US FOODS ATLANTA,"GA, USA",Housekeeping,R. Smith,FLOUR-AP,Flour All Purpose,Bag,30,13.7,411.0,1.86,0.0,5.62,414.76,USD,Due on Receipt
BILL-202510-50555,PO-404528,10/08/2025,Shamrock Foods Co.,"FL, USA",Cafe,J. Brown,AVO-HASS,Avocados Hass,cs,36,40.71,1465.56,0.0,0.0,5.3,1470.86,USD,Net 15
INV-202512-31285,PO-312925,2025-12-27,Baldor Specialty Foods ,"NC, USA",Housekeeping,A. Johnson,OIL-OLV,Olive Oil Extra Virgin (pack size varied),GL,61.63,27.6,1700.99,0.0,0.0,24.53,1725.52,USD,Net 30
BILL-202508-49940,,08/31/2025,FRESHPOINT PRODUCE,"CO, USA",Cafe,J. Brown,GLOVE-M,Nitrile Gloves Medium (pack size varied),Case,13,34.12,443.56,0.0,0.0,15.49,459.05,USD,Net 30
INV-202507-25922,PO-446308,07/11/2025,LOCAL FARM AND GARDEN LLC,"FL, USA",Cafe,L. Davis,CHED-SHD,Cheddar Cheese Shredded (pack size varied),Lb,168.24,3.14,528.27,0.0,0.0,12.97,541.24,USD,Due on Receipt
AP-202511-76517,PO-194853,2025-11-28,PFG Customized,"CA, USA",Restaurant,J. Brown,MILK-WHL,Milk Whole chef's line,GL,25.87,3.07,79.42,0.0,0.0,6.32,85.74,USD,Net 7
BILL-202510-78142,PO-329263,10/02/2025,US Foods - Atlanta,"NY, USA",Banquet,M. Carter,LETT-ROM,Lettuce Romaine  ,cs,1,26.01,26.01,0.0,0.0,0.39,26.4,USD,Net 15
BILL-202501-52510,PO-152381,2025-01-12,Local Farm & Garden,"CO, USA",Housekeeping,R. Smith,CHED-SHD,Cheddar Cheese Shredded chef's line,lb,174.3,4.74,826.18,0.0,0.0,11.31,837.49,USD,Due on Receipt
AP-202506-39193,PO-738751,2025-06-18,Performance FS,"CO, USA",Kitchen,P. Wilson,BEEF-8020,Ground Beef 80/20  ,LB,243.28,5.63,1369.67,11.71,0.0,78.77,1436.73,USD,Net 7
BILL-202507-82001,PO-969149,7/12/2025,Gordon Food Svc,"NC, USA",Bar,L. Davis,EGGS-LG,Eggs Large Grade A,DZ,46,3.18,146.28,0.0,0.0,9.86,156.14,USD,Due on Receipt
INV-202501-22593,PO-385583,2025-01-12,PERFORMANCE FOODSERVICE,"GA, USA",Bar,A. Johnson,NAPKIN-DN,Napkins Dinner,Case,6,23.73,142.38,0.0,0.0,11.14,153.52,USD,Net 15
INV-202510-88821,PO-406477,2025-10-10,Ben E. Keith Foods ,"FL, USA",Cafe,L. Davis,OJ-100,Orange Juice 100% chef's line,GAL,63.15,7.16,452.15,0.0,0.0,33.17,485.32,USD,Net 15
INV-202510-28430,,10/10/2025,PFG,"NC, USA",Bar,L. Davis,GLOVE-M,Nitrile Gloves Medium,cs,16,32.04,512.64,0.0,0.0,10.39,523.03,USD,Net 15
AP-202506-94405,PO-361287,6/10/2025,BALDOR SPECIALTY FOODS,"NY, USA",Bakery,R. Smith,BACON-14,Bacon Sliced 14/18 ct,LBS,100.37,6.85,687.53,0.0,0.0,29.22,716.75,USD,Net 30
BILL-202504-54701,PO-271772,4/12/2025,BALDOR SPECIALTY FOODS,"PA, USA",Housekeeping,P. Wilson,POT-RUS,Potatoes Russet (pack size varied),lb,149.69,0.59,88.32,0.0,0.0,4.6,92.92,USD,Due on Receipt
INV-202510-12019,,2025-10-01,Sysco N. Florida,"GA, USA",Housekeeping,A. Johnson,BACON-14,Bacon Sliced 14/18 ct  ,lb,330.99,4.66,1542.41,0.0,0.0,74.17,1616.58,USD,Net 30
BILL-202509-15249,PO-756735,9/2/2025,SYSCO NORTH FLORIDA,"GA, USA",Kitchen,P. Wilson,OIL-OLV,Olive Oil Extra Virgin,gal,27.79,32.24,895.95,0.0,0.84,7.05,903.84,USD,Net 15
INV-202503-52332,PO-652377,2025-03-13,PFG Customized,"CO, USA",Banquet,L. Davis,TOM-ROMA,Tomatoes Roma,Case,25,19.19,479.75,0.0,0.0,9.84,489.59,USD,Net 15
BILL-202510-76677,PO-568945,2025-10-15,Local Farm & Garden,"FL, USA",Cafe,P. Wilson,LETT-ROM,Lettuce Romaine  ,cs,12,30.0,360.0,0.0,0.0,3.82,363.82,USD,Due on Receipt
BILL-202508-25017,,08/11/2025,Ben E. Keith Foods ,"WA, USA",Bar,R. Smith,BACON-14,BACON SLICED 14/18 CT CHEF'S LINE,LB,490.8,6.67,3273.64,0.0,0.62,189.38,3463.64,USD,Net 30
AP-202506-87912,PO-951516,06/29/2025,Imperial Dade Inc,"NY, USA",Restaurant,R. Smith,EGGS-LG,Eggs Large Grade A,DOZ,21,3.74,78.54,0.0,0.0,4.05,82.59,USD,Net 15
INV-202511-46837,PO-517329,11/30/2025,Sysco North Florida ,"CA, USA",Bar,R. Smith,SALM-ATL,Salmon Fillet Atlantic  ,lb,492.95,11.19,5516.11,0.0,0.0,122.5,5638.61,USD,Net 15
INV-202502-29130,PO-733401,02/07/2025,Performance FS,"NC, USA",Restaurant,R. Smith,CHK-BRST-01,Chicken Breast Boneless Skinless / chilled,LBS,419.8,3.56,1494.49,0.0,0.0,67.29,1561.78,USD,Net 15
AP-202503-63484,,03/24/2025,PFG,"IL, USA",Housekeeping,L. Davis,MILK-WHL,Milk Whole (pack size varied),GAL,65.21,2.87,187.15,0.0,0.0,4.1,191.25,USD,Net 7
AP-202501-20517,,2025-01-10,Gordon Food Svc,"PA, USA",Banquet,P. Wilson,NAPKIN-DN,Napkins Dinner,cs,45,20.36,916.2,0.0,0.0,1.31,917.51,USD,Net 30
AP-202507-27942,PO-720631,2025-07-01,Local Farm & Garden,"CO, USA",Cafe,A. Johnson,AVO-HASS, Avocados Hass,CS,-21.0,45.54,-956.34,0.0,0.0,57.06,-899.28,USD,Net 30
AP-202505-67135,PO-968037,5/30/2025,FreshPoint,"WA, USA",Cafe,L. Davis,SALM-ATL,Salmon Fillet Atlantic,LBS,274.45,11.97,3285.17,0.0,0.0,1.67,3286.84,USD,Net 15
AP-202506-79813,,2025-06-23,Performance FS,"NY, USA",Housekeeping,J. Brown,MILK-WHL,Milk Whole chef's line,GL,70.73,2.95,208.65,0.0,2.44,9.06,220.15,USD,Due on Receipt
BILL-202501-49208,PO-983789,1/2/2025,US Foods - Atlanta,"NC, USA",Restaurant,R. Smith,OIL-OLV,Olive Oil Extra Virgin   ,GL,18.34,21.56,395.41,0.0,2.61,29.09,427.11,USD,Net 30
BILL-202505-44142,PO-852611,5/24/2025,US Foods - Atlanta,"WA, USA",Housekeeping,A. Johnson,CHED-SHD,Cheddar Cheese Shredded   ,LB,438.35,4.68,2051.48,0.0,0.0,37.59,2089.07,USD,Net 15
AP-202501-46767,PO-252075,2025-01-28,Ben E. Keith Foods ,"NY, USA",Banquet,J. Brown,TOM-ROMA,Tomatoes Roma - fresh,CASE,4,23.54,94.16,0.0,0.0,7.21,101.37,USD,Net 15
BILL-202512-19249,PO-199094,12/1/2025,US FOODS ATL DIV,"NY, USA",Housekeeping,R. Smith,KETCHUP,Ketchup,CS,33,20.79,686.07,0.0,6.58,21.89,714.54,USD,Due on Receipt
INV-202512-16878,PO-339293,12/24/2025,SYSCO NORTH FLORIDA,"GA, USA",Restaurant,M. Carter,FLOUR-AP,Flour All Purpose / chilled,BG,7,18.67,130.69,0.0,0.0,0.69,131.38,USD,Net 30
AP-202502-74621,PO-718687,2/25/2025,PFG Cust Dist,"WA, USA",Restaurant,R. Smith,OIL-OLV,Olive Oil Extra Virgin chef's line,gal,33.56,30.48,1022.91,0.0,10.87,14.54,1048.32,USD,Due on Receipt
BILL-202511-32599,PO-165828,11/28/2025,Restaurant Depot ,"IL, USA",Banquet,L. Davis,AVO-HASS,AVOCADOS HASS (PACK SIZE VARIED),Case,39,38.11,1486.29,0.0,9.0,7.73,1503.02,USD,Net 30
BILL-202512-98100,PO-859570,2025-12-18,Local Farm + Garden,"OH, USA",Cafe,L. Davis,AVO-HASS,AVOCADOS HASS / CHILLED,CS,8,35.14,281.12,0.0,0.0,16.64,297.76,USD,Net 15
INV-202501-26862,PO-945383,1/7/2025,BALDOR SPECIALTY FOODS,"WA, USA",Housekeeping,A. Johnson,BROC-FRZ,Broccoli Florets Frozen - fresh,cs,23,22.25,511.75,0.0,0.0,33.97,545.72,USD,Net 30
BILL-202510-15776,PO-244943,10/18/2025,Fresh Point Produce,"PA, USA",Kitchen,A. Johnson,SUGAR-GR,Sugar Granulated - fresh,Bag,10,16.37,163.7,0.0,0.0,6.56,170.26,USD,Net 7
AP-202503-79770,PO-474991,2025-03-04,Imperial Dade Inc,"FL, USA",Cafe,M. Carter,BEEF-8020, Ground Beef 80/20 (pack size varied),Lb,120.46,4.03,485.45,0.0,0.0,36.8,522.25,USD,Due on Receipt
AP-202502-91233,PO-379642,2025-02-23,Sysco N. Florida,"NC, USA",Housekeeping,M. Carter,OIL-OLV,Olive Oil Extra Virgin   ,gal,60.22,22.57,1359.17,0.0,0.0,97.79,1456.96,USD,Net 30
INV-202501-93514,PO-989120,1/18/2025,LOCAL FARM AND GARDEN LLC,"CO, USA",Bar,P. Wilson,CHED-SHD,Cheddar Cheese Shredded,lb,285.44,3.49,996.19,0.0,0.0,30.27,1026.46,USD,Net 30
INV-202503-75661,PO-497039,2025-03-01,RESTAURANT DEPOT,"CO, USA",Cafe,J. Brown,OIL-OLV,Olive Oil Extra Virgin chef's line,gal,65.65,20.87,1370.12,7.89,2.28,74.39,1438.9,USD,Net 7
AP-202508-29674,PO-500396,08/01/2025,Baldor,"PA, USA",Bar,M. Carter,BROC-FRZ,Broccoli Florets Frozen chef's line,cs,34,24.2,822.8,0.0,0.0,15.95,838.75,USD,Net 30
AP-202501-22250,PO-564923,2025-01-09,BALDOR SPECIALTY FOODS,"IL, USA",Banquet,M. Carter,AVO-HASS,Avocados Hass,cs,39,26.99,1052.61,0.0,0.0,18.74,1071.35,USD,Due on Receipt
AP-202504-64918,,4/20/2025,Shamrock Foods Co.,"NC, USA",Cafe,L. Davis,CREAM-HVY,Heavy Cream,QT,-27.71,5.3,-146.86,5.38,0.0,3.34,-148.9,USD,Net 15
AP-202512-15559,PO-641691,2025-12-02,Sysco N. Florida,"AZ, USA",Housekeeping,L. Davis,BRRY-MIX,Mixed Berries Frozen / chilled,CASE,21,25.89,543.69,0.0,0.0,24.85,568.54,USD,Net 30
BILL-202509-31569,,09/26/2025,Baldor,"IL, USA",Kitchen,R. Smith,BACON-14,Bacon Sliced 14/18 ct,LB,132.22,6.3,832.99,4.96,0.0,12.92,840.95,USD,Net 15
BILL-202506-90278,,2025-06-13,BEN E. KEITH FOODS,"OH, USA",Bar,M. Carter,COFF-HSE,Coffee Beans House Blend - fresh,lb,423.94,7.7,3264.34,0.0,0.0,246.22,3510.56,USD,Due on Receipt
AP-202512-96281,PO-740813,12/30/2025,SYSCO NORTH FLORIDA,"WA, USA",Housekeeping,A. Johnson,SALM-ATL,Salmon Fillet Atlantic - fresh,LBS,24.99,11.99,299.63,0.0,10.8,6.69,317.12,USD,Due on Receipt
BILL-202506-78436,PO-517175,6/22/2025,FRESHPOINT PRODUCE,"TX, USA",Cafe,J. Brown,ONION-YEL,Onions Yellow   ,lb,306.53,0.58,177.79,0.0,0.0,10.73,188.52,USD,Net 15
INV-202502-28622,PO-712043,2025-02-14,PFG,"PA, USA",Cafe,P. Wilson,OJ-100,Orange Juice 100%   ,gal,56.02,5.44,304.75,0.0,1.81,20.58,327.14,USD,Net 7
BILL-202504-54713,PO-747275,2025-04-23,PFG,"AZ, USA",Bar,M. Carter,SALM-ATL,Salmon Fillet Atlantic / chilled,LB,132.86,12.61,1675.36,0.0,0.0,24.56,1699.92,USD,Net 15
INV-202509-63138,PO-740707,2025-09-08,Rest Depot,"NY, USA",Bar,M. Carter,NAPKIN-DN,Napkins Dinner  ,CASE,31,20.24,627.44,0.0,0.0,45.96,673.4,USD,Net 15
AP-202506-37987,PO-472372,06/11/2025,Local Farm + Garden,"GA, USA",Bakery,L. Davis,SUGAR-GR,Sugar Granulated - fresh,BAG,3,26.92,80.76,0.0,1.79,5.72,88.27,USD,Net 30
INV-202510-55486,,10/2/2025,Baldor,"PA, USA",Banquet,J. Brown,CREAM-HVY,Heavy Cream   ,QT,23.63,4.3,101.61,1.38,0.0,1.56,101.79,USD,Net 30
BILL-202503-30935,,2025-03-04,Shamrock Foods,"OH, USA",Kitchen,J. Brown,TRASH-55,Trash Bags 55 Gallon  ,CASE,36,41.59,1497.24,10.33,0.0,103.7,1590.61,USD,Net 15
